code;traduction;paragraphe;marqueur;ecritures_rattachees
62-0527;VGR;147;Si je me proposais d’acheter une—une… Quelqu’un est venu, et m’a écrit un mot l’autre jour, il disait, une—une longue lettre, et il disait : “Frère Branham, je ne sais pas quoi faire.” Il disait : “Mo;(aucune ref proche)
62-0527;VGR;159;Les statistiques indiquent que le message d’un homme dure trois ans, n’importe lequel d’entre eux, ensuite il vit sur sa réputation le reste du temps, jusqu’à ce que Dieu le rappelle à Lui. Bon, et ça;Malachie 3:0, Malachie 3:0, Matthieu 11:0, Malachie 3:0, Malachie 4:0, Malachie 4:0
62-0527;VGR;169;Vous voyez ce prophète qui broie du noir, là? Il savait que quelque chose allait se produire, mais il ne savait pas avec certitude où, voyez, voyez, au juste ce qui était en train de se produire. “Es-;Malachie 3:0, Malachie 4:0, Malachie 4:0
62-0527;VGR;178;Et alors, au retour de l’Église et de l’Épouse, l’Épouse et Christ marcheront sur les cendres de ces gens, dans le Millénium, quand la terre aura été purifiée par le feu. Et c’est là qu’ils régneront.;(aucune ref proche)
62-0527;VGR;185;Avant j’allais partout, je proclamais le Message haut et fort, et je voyais une personne ici, et une autre là, qui Le saisissaient. J’y retourne, je proclame le Message haut et fort, et les gens Le co;(aucune ref proche)
62-0527;VGR;193;Et là je parlais à ma femme, je disais : “Chérie, depuis environ un an et quatre mois, je ne sais plus trop de quel côté me tourner.” J’ai dit : “Je ne sais pas pourquoi.” Elle a dit… Nous parlions de;(aucune ref proche)
62-0527;VGR;208;J’ai dit : “Qui va me dire de me taire? Dieu seul.” J’ai dit : “Ce n’est pas étonnant que ces gens soient complexés, après avoir été traités de cette manière.” [espace non enregistré sur la bande — N.;(aucune ref proche)
62-0527;VGR;220;La nuit dernière, j’ai fait un rêve, j’ai rêvé que j’allais à une réunion, et jamais je n’ai vu un groupe de gens pareil! Ils étaient rassemblés dans une espèce de grand stade, à perte de vue. Quelqu’;(aucune ref proche)
62-0527;VGR;232;Je prie pour vous. Priez pour moi. Ne—ne vous contentez pas de dire : “Frère Branham, je le ferai.” Faites-le! Voyez? Je compte là-dessus. Je suis celui qui a besoin de prière : s’Il peut me pousser v;(aucune ref proche)
62-0527;VGR;238;Notre Père Céleste, c’est là notre…un petit cantique d’Amen. Nous aimons Ton enseignement, nous disons tous : “Amen!” Nous aimons l’Esprit : “Amen!” Nous croyons qu’Il vient : “Amen!” Chaque Parole qu;(aucune ref proche)
62-0527;VGR;250;Et nous sommes conscients, Seigneur, que nous, que quelque chose est sur le point d’arriver. Le monde le sait, ils chantent des chansons, et la télévision abonde en chansons et en plaisanteries folles;(aucune ref proche)
62-0527;VGR;259;Vous vous rappelez que nous avions coutume de chanter ces cantiques-là? Nous allons… Et il y a aussi celui-ci que nous QUESTIONS ET RÉPONSES 679 avions coutume de chanter, il y a de nombreuses années,;(aucune ref proche)
62-0527;VGR;268;"La Bible dit : “Après avoir chanté un cantique, ils partirent.” Revêts-toi du Nom de Jésus, Ô toi, enfant de tristesse; Il va te procurer la joie, Prends-le partout où tu vas. Précieux Nom, Nom, si do";(aucune ref proche)
63-0324M;VGR;1;[Un frère parle dans une autre langue. Un autre frère donne l’interprétation. L’assemblée prie à haute voix. — N.D.É.] Notre Père Céleste, nous sommes vraiment reconnaissants de ce moment où nous pouv;(aucune ref proche)
63-0324M;VGR;11;"Et vous savez que ces révélations et tout; il y a longtemps que je—je suis avec vous, vous voyez, et elles ont toujours été justes. Et maintenant pour le prouver doublement, qu’elles sont justes, elle";(aucune ref proche)
63-0324M;VGR;24;"Alors, surtout, n’interprétez rien. Si Dieu veut vous faire savoir quelque chose, Il vous l’enverra. Voyez? Alors, soyez vraiment, vraiment fermes, là. Ne bronchez pas; il s’est passé quelque chose. E";(aucune ref proche)
63-0324M;VGR;33;Maintenant, répondre à des questions, c’est toute une affaire. Alors, je—je, maintenant… En—en—en y répondant, la plupart, la plupart des questions, à part… Maintenant, chacune… Quelques-unes ne se ra;Matthieu 25:0
63-0324M;VGR;39;Et, maintenant, ce sont de très bonnes questions. J’apprécie, et de voir la sagesse et tout, dont les gens ont fait preuve. Maintenant, la première. Et je vais essayer d’y répondre. Et, QUESTIONS ET R;Matthieu 25:0
63-0324M;VGR;46;“Maintenant, la partie, ici, des cinq,” si c’est bien le sens de la question, à savoir, “y en avait-il seulement cinq?” Et nous avons beaucoup de questions, là, au sujet des—des sept mille, et tout. O;(aucune ref proche)
63-0324M;VGR;53;Mais, à la fin de l’âge, de la même façon que se sont terminés tous les autres, nous voyons que c’est là que le messager est envoyé. Et tout ce méli-mélo et toutes ces choses doivent être positionnées;(aucune ref proche)
63-0324M;VGR;61;Maintenant—maintenant, quant à celles-ci, vous voyez, je… Il va falloir que je me dépêche d’y répondre. En effet, vous voyez, chacune d’elles, c’est une prédication de quatre semaines, vous voyez, cha;Matthieu 24:0
63-0324M;VGR;68;Ensuite j’ai pris, ici, ces trois questions qui ont été posées à Jésus-Christ : “Quel, quand ces choses arriveront-elles, où ‘il ne restera pas pierre sur pierre’? Quand est-ce qu’il sera démoli, ce c;Matthieu 24:0
63-0324M;VGR;81;Donc, celles-là seront une partie de l’Épouse. Ce sont elles qui vont la composer, vous voyez, toutes celles qui dorment. Et ne pouvons-nous pas absolument voir… [Panne du système d’enregistrement. es;(aucune ref proche)
63-0324M;VGR;94;Si je suis en train de butter des pommes de terre, je vais continuer à les butter de toutes mes forces. Quand Il viendra, je lâcherai la bêche et je partirai, c’est tout. Vous vous souvenez de l’année;Apocalypse 6:6
63-0324M;VGR;110;Ça non plus, je ne l’ai pas su avant l’autre jour, quand j’étais assis là. Voyez? Donc, ça, c’est pour : “Qu’est-ce que l’huile et le vin…” C’était pour : “Ne fais point de mal.” Il s’agissait du cava;(aucune ref proche)
63-0324M;VGR;124;Vous dites : “Eh bien, ma foi est ancrée Là.” Et regardez quel genre de vie vous vivez. Vous voyez que vous n’êtes même pas digne d’être là. Vous n’êtes pas ancré comme il faut. Vous êtes ancré dans d;Genese 4:1
63-0324M;VGR;132;Bon, je vais simplement vous répondre par une question, mon frère, ou ma sœur. Et maintenant, souvenez-vous, je ne—ne vous vise pas, pas du tout. J’essaie de vous aider, voyez-vous. Je vous aime, et j;Matthieu 5:0
63-0324M;VGR;140;"Mais, là, quand il a tué Abel; et que Dieu lui a redonné Seth, c’était un type du juste, pour racheter; il est mort, ensuite il ressuscite. Et de là… Maintenant regardez bien. Non pas par la première ";Matthieu 5:0, Actes 2:38, Matthieu 28:19, Actes 2:0, Luc 24:49, Matthieu 28:19
63-0324M;VGR;148;Maintenant, si je pouvais donner la réponse exacte à ça, je pourrais vous dire ce qu’il en est d’Énoch, vous voyez. Mais je— je ne peux pas, vous voyez. Tout ce que je sais, c’est simplement que l’Écr;Actes 2:38, Matthieu 28:19, Actes 2:0, Luc 24:49, Matthieu 28:19
63-0324M;VGR;160;Or, c’est ça que vous faites, ici dans Matthieu. Vous en lisez seulement la dernière partie. Reprenez Matthieu au début, et QUESTIONS ET RÉPONSES SUR LES SCEAUX 471 lisez l’histoire. Ça, c’était le de;(aucune ref proche)
63-0324M;VGR;168;Quel est le Nom de Dieu? Quel est le Nom du Père, Fils, Saint- Esprit? [L’assemblée dit : “Jésus.” — N.D.É.] La Bible a dit que Son Nom, c’était “Jésus”. Et puis cet homme, ici, qui essayait de débatt;(aucune ref proche)
63-0324M;VGR;175;À l’époque où les pentecôtistes sont sortis, ils ont formé le groupe des “Jésus Seul”. Maintenant, ça aussi, c’est faux. Comment Jésus pourrait-Il être Son propre Père? Voyez? Donc, voilà qui règle ce;(aucune ref proche)
63-0324M;VGR;181;Il y a beaucoup de Branham, si vous voulez parler de moi personnellement, mais je suis—je suis le seul William Marrion Branham. Ça—ça, c’est moi. Mais il y a beaucoup d’autres William Branham, et tout;(aucune ref proche)
63-0324M;VGR;190;Vous voyez, il n’y a rien qui fait défaut. Tout fonctionne très précisément, comme la grande horloge de Dieu, vous voyez, comme les aiguilles qui courent sur le cadran. Votre nom y a été mis avant la ;(aucune ref proche)
63-0324M;VGR;204;Non. Ce n’est pas le même. Vous voyez, ce sont deux hommes différents. L’Élisée qui est venu sous forme d’Élie, ce n’était pas Élie. Et l’esprit d’Élie qui est venu sur un homme appelé Jean- Baptiste,;(aucune ref proche)
63-0324M;VGR;218;Les femmes pentecôtistes (elles vont et viennent), elles sont assises là, elles entendent et elles savent, par la Parole, que c’est mal. Vous pensez qu’elles vont s’Y plier? Non monsieur. Tous les QUE;Daniel 9:27, Apocalypse 11:0
63-0324M;VGR;227;"C’est comme, vous regardez dans la Bible, où il est dit : “Frappez, et on vous ouvrira; cherchez, vous trouverez; demandez, vous recevrez.” Maintenant, si vous remarquez, c’est “celui qui frappe”, qui";Apocalypse 11:0
63-0324M;VGR;236;Mais la Bible a dit, dans Malachie, au 4e cha-… ou au 3e chapitre : “J’enverrai Mon messager devant Ma face, pour préparer le chemin pour Moi.” Sept cent douze ans avant, Jean… Oh, le grand prophète É;(aucune ref proche)
63-0324M;VGR;251;— Continuez simplement comme vous faites, vous voyez. Mais il y en a Un au milieu de vous, que vous ne connaissez pas.” Il savait que c’était l’heure de son message. Il savait qu’il devait présenter c;Matthieu 11:0, Malachie 3:0
63-0324M;VGR;258;Il n’a pas dit : “Allez dire à Jean qu’il aurait dû passer son doctorat en philosophie, avant d’arriver.” Voyez? S’il avait fait 488 LA RÉVÉLATION DES SEPT SCEAUX ça, il aurait été avec tous les autre;Malachie 3:0, Apocalypse 6:0, Apocalypse 5:9, Apocalypse 5:0, Apocalypse 6:11, Apocalypse 6:0
63-0324M;VGR;265;Maintenant, si vous voulez toujours garder cette idée en tête, je voudrais que vous… Gardez cette idée en tête, et quand ceci arrivera, alors vous pourrez la modifier. Ramassez donc une de ces petites;Apocalypse 6:0, Apocalypse 5:9, Apocalypse 5:0, Apocalypse 6:11, Apocalypse 6:0, Apocalypse 6:0
63-0324M;VGR;271;C’est exact. Maintenant, qu’est-ce que vous dites de ça? Oh, si ce n’est pas la Présence du Saint-Esprit qui est ici, qu’est- ce que c’est? Il n’a pas permis… Vous voyez, je n’avais lu que la première;Apocalypse 6:11, Apocalypse 6:0, Apocalypse 6:0, Apocalypse 6:11, Apocalypse 7:14, Apocalypse 6:6
63-0324M;VGR;282;Non. Celui—celui des nations qui aura été oint de cet esprit- là, pour appeler les nations à sortir, il sera parti. En effet, vous voyez, l’Église tout entière, au complet, a été enlevée. Et ces deux ;Apocalypse 6:6
63-0324M;VGR;295;Mais regardez. Or, si aujourd’hui, or qu’en est-il, si aujourd’hui, la seule chose que nous puissions faire, ce serait de…? Si nous prenons les impôts (si cette déclaration est exacte), la monnaie, de;(aucune ref proche)
63-0324M;VGR;309;“J’irai L’entendre.” Il s’est rendu là-bas, vous voyez. Oui, Dieu—Dieu ne pourrait jamais l’atteindre. Et voilà qu’Il était là, et Il a dit… QUESTIONS ET RÉPONSES SUR LES SCEAUX 497 Ils ont dit : “Mai;Matthieu 22:11
63-0324M;VGR;321;Maintenant regardez bien. Pierre a dit : “Sais-Tu quoi? Je l’ai fréquenté, ce vieux bâtiment, pendant tout ce temps. Où QUESTIONS ET RÉPONSES SUR LES SCEAUX 499 donc est-ce que j’irais? Où est-ce que ;Matthieu 22:11, Apocalypse 11:3, Malachie 4:0, Malachie 3:0, Malachie 4:0
63-0324M;VGR;329;"Et Il leur a dit : “Liez-lui les pieds et les mains; jetez-le dehors, dans les ténèbres du dehors, où il y aura des pleurs, des gémissements et des grincements de dents.” Voyez? Il est allé dans la pé";Apocalypse 11:3, Malachie 4:0, Malachie 3:0, Malachie 4:0
63-0324M;VGR;343;Satan a été relâché de sa prison, et il est allé rassembler tous les peuples, les méchants, pour les amener à cet endroit-là. Alors Dieu a fait descendre du feu et du soufre du ciel, et ils ont été co;(aucune ref proche)
63-0324M;VGR;352;“Oh, oui monsieur,” il a dit, “cet homme-là, il a…” Il a dit : “Cet homme-là est le président de la ‘Mission Audio’”. J’ai dit : “La quoi?” Il a dit : “La ‘Mission Audio’.” J’ai dit : “Je ne comprends;Apocalypse 16:0, Apocalypse 18:8
63-0324M;VGR;366;Après! “Les autres morts ne revinrent point à la vie avant mille ans”, ceux qui ne sont pas partis avec l’Épouse. Voyons voir : 44. Vous avez dit bien des fois que le communisme a été suscité par Dieu;Apocalypse 16:0, Apocalypse 18:8, Malachie 4:5
63-0324M;VGR;372;Et, ces autres prophètes, c’est difficile à dire, quand ils sortiront de la Judée là-bas, je ne sais pas où ils demeureront. Peut-être qu’ils camperont quelque part sur la colline. Ou—ou, ce qu’ils vo;(aucune ref proche)
63-0324M;VGR;379;"Exactement comme le Saint-Esprit en moi; vous me regardez, moi, en train de prêcher, mais ce n’est pas moi. QUESTIONS ET RÉPONSES SUR LES SCEAUX 509 Ce n’est pas moi qui peux prononcer une parole à mê";(aucune ref proche)
63-0324M;VGR;392;Regardez, mes amis. Maintenant, permettez-moi de vous expliquer. Jésus-Christ a dit ceci : “Voici les signes qui accompagneront ceux qui auront cru.” Maintenant regardez bien. Il n’a pas dit : “S’ils ;(aucune ref proche)
63-0324M;VGR;404;Et l’Esprit de Dieu a touché cette jeune fille, qui était mennonite, ou amish, ou quelque chose. Son papa et les autres étaient assis là, avec le… leurs vêtements sur le dos, de mennonites ou quelque ;(aucune ref proche)
63-0324M;VGR;415;[On n’entend ici qu’une partie des paroles de Frère Branham, ce qui est insuffisant pour imprimer la pensée complète qui est exprimée. La ligne de prière se poursuit ici pendant deux minutes vingt sec;(aucune ref proche)
63-0324M;VGR;421;[Frère Billy Paul parle à Frère Branham. — N.D.É.] Billy Paul, toi qui as distribué tant de cartes de prière, maintenant reçois ta guérison, au Nom de Jésus-Christ. QUESTIONS ET RÉPONSES SUR LES SCEAU;(aucune ref proche)
64-0823E;VGR;3;Il y a une trentaine ou une quarantaine de questions de plus, alors je—je ne sais pas comment je pourrais arriver à les prendre toutes. J’ai bien essayé, cet après-midi, de voir si je pouvais arriver ;(aucune ref proche)
64-0823E;VGR;18;Je suis allé dans un endroit l’autre jour, où ils faisaient marcher ce, une espèce de vieux juke-box sale, toutes ces choses- là qui jouaient. Je n’ai même pas voulu y emmener ma famille. J’ai dit à l;(aucune ref proche)
64-0823E;VGR;25;Maintenant, souvenez-vous, chers amis, ce matin, j’ai fait une déclaration à propos de certaines des questions. Et je remarque que certaines de celles (oui!) que j’ai reçues même ce matin, ce sont enc;(aucune ref proche)
64-0823E;VGR;32;Je crois que ce matin, la question a été soulevée à propos de la coloration des cheveux, vous savez, à l’aide d’une—à l’aide d’une teinture. Or, je—je, ça, je—je ne peux rien dire à ce sujet. Je ne sa;(aucune ref proche)
64-0823E;VGR;39;"Allez de l’avant et mariez-vous. Voyez? Continuez tout simplement comme si vous alliez vivre encore cent ans sur cette terre. Continuez simplement à avancer; gardez votre cœur attaché à Christ, n’atta";Jean 14:0
64-0823E;VGR;46;Alors, vous voyez, ces sacrificateurs, c’étaient des hommes aimables, doux, compréhensifs. Pour ce qui est des fruits de l’Esprit, ils pouvaient manifester plus de fruits de l’Esprit que QUESTIONS ET ;Jean 14:0
64-0823E;VGR;53;Il y a beaucoup de questions, ici, sur : “Eh bien, est-ce que l’Épouse…?” “Est-ce que ceci…?” “L’église et…” Voyez? Vous—vous n’arrivez pas à faire la distinction. L’Épouse est l’Élue de Dieu. L’églis;(aucune ref proche)
64-0823E;VGR;62;Il a dit : “Écoute, Billy, il y a une chose que tu ne comprends pas dans l’achat du bétail.” Il a dit : “Je pense que tu devrais rester dans ton élément, la prédication.” Mais, a-t‑il dit : “Tu ne con;(aucune ref proche)
64-0823E;VGR;69;"Une—une jeune fille est venue à moi, c’était une jeune fille Dunkard qui venait de recevoir le Saint-Esprit. Elle faisait partie des Assemblées de Dieu; c’était à Fort Wayne, dans l’Indiana, où je me ";Tite 1:0
64-0823E;VGR;76;Quand je suis allé à Saint-Ange, à Rome (maintenant réfléchissez à ça), au Vatican, à Rome, en Italie, ils avaient accroché un écriteau, là, à Saint-Ange : “À l’intention des femmes américaines : Avan;Tite 1:0
64-0823E;VGR;82;“Est-ce que mon mari entendra la Parole, et que dois-je faire?” Comme je le disais ce matin, soyez salée, c’est tout : “Vous êtes le sel de la terre.” Votre mari verra votre manière de vivre chaste, e;(aucune ref proche)
64-0823E;VGR;91;J’ai dit : “Mais, une minute. Ce n’est pas contre Dieu que vous avez mal agi. Vous avez mal agi à l’égard de votre vœu de mariage. Il faut que vous retourniez voir votre mari, et que vous redressiez d;(aucune ref proche)
64-0823E;VGR;97;Paul a dit : “Quand je parlerais les langues des hommes et des anges, quand je livrerais mon corps pour être brûlé en sacrifice, quand j’aurais la science de tous les mystères de la Parole, quand je d;(aucune ref proche)
64-0823E;VGR;105;Et maintenant, quelle était cette autre question? Je deviens tellement absorbé dans ces points-là que j’oublie de quoi il s’agissait. L’une d’elles, c’était, “est-ce que j’étais le Fils de l’homme?”, ;Hebreux 11:0
64-0823E;VGR;111;Maintenant, au jour de la Pentecôte, Elle est descendue, cette Colonne de Feu, et Elle s’est séparée comme ça, et des langues de feu se sont posées sur chacun d’eux, non pas leurs langues, mais des la;Hebreux 11:0
64-0823E;VGR;120;Or, cette pierre ne pourrait pas s’ajuster en bas, sur le fondement de base, et elle ne s’ajustera pas non plus sur le deuxième fondement, ni sur le troisième fondement. Elle s’ajustera seulement sur ;Hebreux 11:0
64-0823E;VGR;134;Maintenant, Frère Junior Jackson avait le droit de ne pas être d’accord avec ça. Il veut que son église, les gens veulent tous parler en langues, et tout, dans l’auditoire. Ça, c’est le problème de Fr;Genese 6:0, Matthieu 24:0, Matthieu 12:0
64-0823E;VGR;146;Maintenant : “Y aura-t‑il des enfants qui naîtront pendant le Millénium, le règne de mille ans?” C’est la question que je me pose moi-même, comme je vous le disais l’autre jour. Je ne sais QUESTIONS E;Matthieu 12:0
64-0823E;VGR;152;Oui! Oui, c’est—c’est mal pour n’importe quelle femme de se couper les cheveux. Ça, c’est juste une petite question courte. Commencez-vous— commencez-vous à avoir sommeil? Eh bien, nous—nous allons fa;(aucune ref proche)
64-0823E;VGR;159;Une pauvre petite femme qui fait une erreur et épouse un alcoolique, et—et ça finit comme ça, ou un pauvre homme qui a épousé une prostituée sans le savoir, et les voilà liés, à cette femme-là ou à ce;(aucune ref proche)
64-0823E;VGR;165;"Je suppose—je suppose que c’est un homme; je—je l’espère. C’est qu’il y a des femmes qui font ça. Certainement. Une fois, j’étais dans l’autobus, à l’époque où j’étais garde-chasse de l’État ici. Je m";(aucune ref proche)
64-0823E;VGR;173;"Non! Vous voyez, tout sera terminé pour l’Église des nations, une fois que l’Épouse aura été enlevée de la terre. L’Esprit de Dieu quitte la terre : “Celui qui est souillé se souille encore; le QUESTI";Hebreux 7:0
64-0823E;VGR;179;J’ai de très belles questions ici, qui rejoignent celle-là : “Qui était cet homme qui était vêtu d’un habit, qui était entré sans avoir revêtu l’habit de noces?” Ainsi que toutes les questions qui se ;Hebreux 7:0
64-0823E;VGR;185;Oui monsieur! Je crois qu’il faut payer la dîme. C’est une des bénédictions de Dieu, une bénédiction qui a été prouvée comme QUESTIONS ET RÉPONSES 839 telle. Vous dites : “C’est de l’Ancien Testament,;(aucune ref proche)
64-0823E;VGR;197;Et de… Et vous, jeune femme, si vous avez promis à ce jeune homme de l’épouser, vous êtes tenue de le faire. Si vous en QUESTIONS ET RÉPONSES 841 épousez un autre, après avoir été tenue de faire ça, a;Matthieu 12:40, Jean 14:26
64-0823E;VGR;206;Alors, le fait qu’il soit parlé de trois jours et trois nuits, ça ne signifie pas qu’il fallait que ce soit exactement ça. C’est qu’à un certain moment, dans cet intervalle de trois jours et trois nui;Jean 14:26, Matthieu 10:41
64-0823E;VGR;214;"Quand je vous montre ce qui est censé arriver en notre jour : que le Fils de l’homme doit Se révéler, et ce qu’Il doit faire, et tous ces passages de l’Écriture qui se sont accomplis maintenant; ensui";Matthieu 10:41
64-0823E;VGR;221;Comme pour la Sunamite, ça pourrait vous être utile, un de ces jours. Voyez? Ça l’a été pour elle. Voyez? Observez les serviteurs de Dieu. Oh! la la! Maintenant, nous… Il me—me faut vraiment terminer ;(aucune ref proche)
64-0823E;VGR;228;Et je trouve que ça, c’est la même chose. Quand ils vous voient là-dedans, au milieu de toute cette fumée et de ce chahut, et qu’ils connaissent votre témoignage, et tous ces jurons, et—et se retrouve;(aucune ref proche)
64-0823E;VGR;241;Cette grande Ville, qui se trouvera là (maintenant, voyez- vous?), ce ne sera pas… Vous pensez : “Quinze cents milles [2400 km] de haut?” C’est ce que la Bible dit. Mais ce ne sera pas quinze cents mi;(aucune ref proche)
64-0823E;VGR;250;Ce n’est pas mon intention de répondre à ces questions, parfois d’une façon contraire. Si vous ne le croyez pas, c’est tout à fait en ordre. Je veux que vous m’aimiez quand même, parce que Dieu sait q;(aucune ref proche)
64-0823E;VGR;258;Or, il n’y a aucune loi qui dit qu’il faut observer un certain jour, puisque vous entrez dans le Sabbat, dans la paix, quand vous entrez en Lui. J’ai là-dedans cette question, à laquelle je répondrai ;(aucune ref proche)
64-0823E;VGR;273;Je pensais à ça, à la position que Dieu m’a fait atteindre maintenant, avec Son aide, et au fait qu’Il m’a fait connaître de grands hommes et m’a donné de faire le tour du monde. Et des gens de toutes;(aucune ref proche)
64-0823E;VGR;285;Et, Père, au temps fixé par Toi… Je suis Ton serviteur. Si Tu veux que je continue ces questions la semaine prochaine, ou que je m’occupe des entretiens, révèle-le‑moi, Seigneur, et fais- le‑moi savoi;(aucune ref proche)
64-0823M;VGR;4;"Maintenant, nous… Tant de choses à faire aujourd’hui; je m’étais dit que, pendant que j’étais ici, j’allais peut-être voir, par le moyen des questions, ce qui tient à cœur à mon église, aux différente";(aucune ref proche)
64-0823M;VGR;11;Maintenant, que le Seigneur soit avec vous et vous bénisse abondamment. Et, aussitôt après ce service, j’irai chercher les autres questions et j’essaierai d’y répondre. J’écris simplement sur elles qu;(aucune ref proche)
64-0823M;VGR;22;J’ai prêché à des gens, à des femmes, par dizaines de milliers, ils étaient complètement nus, vous voyez, des jeunes hommes et des jeunes femmes, et tout, mais ils ne savent pas qu’ils sont nus. Voyez;Matthieu 24:19, Matthieu 24:19
64-0823M;VGR;29;Nous Te demandons de nous aider maintenant, alors que nous essayons d’expliquer ces questions. Nous sommes incapables de faire ces choses par nous-mêmes, mais que Ton glorieux Esprit vienne, Seigneur,;Matthieu 24:19, Matthieu 24:19, Matthieu 24:24
64-0823M;VGR;36;"Maintenant, je pourrais m’attarder toute la matinée rien que sur ce point-là, pour l’éclaircir; mais je vais essayer de voir les grandes lignes autant que possible, jusqu’à ce que les gens aient saisi";Matthieu 24:24, Psaumes 23:0, Matthieu 24:26
64-0823M;VGR;46;"Maintenant, vous, les ministres, je sais que ça va faire mal, mais je réponds à des questions; et je veux—je veux que vous compreniez ça, vous voyez : tout ce que—tout ce que je fais, c’est vous dire ";Psaumes 23:0, Matthieu 24:26, Matthieu 24:28
64-0823M;VGR;52;Ça signifie qu’il y aura des antichrists, des anti-onctions, et ainsi de suite. Et anti-, qu’est-ce que c’est? Anti-, c’est “contre”. Ce sera ces mêmes créatures-là, contre la Parole. Et elles seront ;Matthieu 24:28, Actes 10:47, Actes 22:16
64-0823M;VGR;58;Maintenant, la première chose qui arrivera, quand nous serons ressuscités… Ceux qui sont vivants resteront encore là… La résurrection arrivera premièrement, la résurrection de ceux qui dorment. Il y a;Actes 10:47, Actes 22:16
64-0823M;VGR;64;Maintenant, la question ici, d’abord, c’était : “Quand est-on sauvé?” Et ensuite, ce qui suit : “Les péchés peuvent-ils être remis sans le baptême d’eau, puisque Corneille avait reçu le Saint- Esprit ;(aucune ref proche)
64-0823M;VGR;74;C’est ce qui me laisse perplexe aujourd’hui, en cette heure où nous vivons. Après que ce groupe de Romains ont, — et de Grecs, car c’est ce qu’ils étaient, — ont vu la manifestation d’une vision confi;(aucune ref proche)
64-0823M;VGR;85;Maintenant, frères de la foi trinitaire, je ne vous jette pas la pierre, mon cher frère, je ne fais que répondre à des questions. Je ne fais qu’exprimer mes pensées véritables à ce sujet. À un moment ;Actes 19:0, Galates 1:8
64-0823M;VGR;96;Voyez-vous, vous—vous êtes une personne double, trois personnes en une : l’âme, le corps et l’esprit. Or, je crois que vos sens extérieurs, votre—votre âme, non pas votre âme, mais votre conscience ex;Genese 6:4
64-0823M;VGR;102;"Je ne condamne pas l’autre personne, mais c’est simplement… Je pense que c’est ça. Ce n’est pas l’eau qui sauve l’homme, ça ne fait qu’indiquer qu’il a été sauvé; c’est une 752 CONDUITE, ORDRE ET DOCT";Genese 6:4
64-0823M;VGR;113;Et, vous voyez, quand il a vu Ève dans cet état-là, il, Satan est entré en lui, et il l’a poussé à… Vous voyez, Adam n’avait pas encore découvert ça. Je—je ne sais pas comment employer ces termes-là. ;(aucune ref proche)
64-0823M;VGR;121;Comme une dame m’a écrit si gentiment, l’autre jour (c’est ici, dans une des questions) : “Frère Branham, vous n’êtes pas le Messie, n’est-ce pas?” J’ai dit : “Non, madame.” Elle a dit : “Nous croyons;(aucune ref proche)
64-0823M;VGR;131;"J’ai dit : “Attends une minute! Nous avons fait tout notre possible pour bien l’élever; maintenant, remets-la dans les mains de Dieu, confie-la‑Lui.” Et j’ai dit : “Puis, quand elle fera quelque chose";(aucune ref proche)
64-0823M;VGR;138;"Eh bien, chère sœur… Elle n’a pas signé; mais peut-être que vous êtes en train d’écouter votre question; sinon, vous l’entendrez sur la bande. Allez-y avec votre mari, mais ne participez pas à—à ce qu";(aucune ref proche)
64-0823M;VGR;144;Maintenant, bon, maman, quand… Ma sœur, si votre mari tient à ce que vous alliez à l’église méthodiste, allez-y. Vous n’aurez peut-être pas un pain entier, mais si, au moins, ils disent qu’ils croient;Luc 21:36
64-0823M;VGR;154;Jésus a dit : “Celui qui aime le monde (c’est kosmos, là), ou les choses du monde, l’amour de Dieu n’est pas en lui.” Il n’est pas amoureux de l’Époux. Voyez? C’est pourquoi elle doit expier cette pei;Luc 21:36, Jean 5:19
64-0823M;VGR;163;J’ai regardé dans mon carnet quand j’ai reçu ceci, et j’ai mis un point d’interrogation. Bon, il devait y avoir un moment où j’allais, où je devrais faire attention, à l’endroit où se trouvent ces cèd;(aucune ref proche)
64-0823M;VGR;172;Satan était l’ange le plus beau. Il était le chérubin qui couvrait de son ombre. Regardez comme les femmes changent par rapport à ce qu’elles étaient autrefois. Combien se souviennent de Pearl, avoir ;(aucune ref proche)
64-0823M;VGR;181;Maintenant, si seulement je ne deviens pas trop ordinaire pour vous, vous voyez, que ça ne devient pas quelque chose d’ordinaire. Vous passez dans la ligne un jour, et vous y repassez le lendemain. Vo;Romains 26:0
64-0823M;VGR;192;Maintenant, remarquez. À propos de ceci, vous voyez, Abraham a vu… Or, la manière dont Il avait traité avec Abraham, c’est aussi de cette manière qu’Il a traité avec sa semence. Bon, un de ces jours, ;(aucune ref proche)
64-0823M;VGR;199;L’un ou l’autre. Moi, je prends Seigneur Jésus-Christ, vous voyez, parce que je pense qu’Il est notre Seigneur. Maintenant, seulement le Nom de Jésus, dans lequel certains de nos frères baptisent, ça,;(aucune ref proche)
64-0823M;VGR;208;Bien sûr, mais oui! Jésus l’a fait, alors qu’ils n’étaient pas d’accord avec Lui. Allez-y. Nous remarquons ici, il est dit : “Devrions-nous aller à une autre église, qui n’est pas d’accord avec vous?”;Marc 16:0
64-0823M;VGR;216;Merci, mon frère, de me considérer comme votre—votre frère, et je trouve que c’est une très bonne question. Oui, mes amis, c’est un point qu’on néglige un peu. J’aimerais traiter de ça un peu plus lon;Apocalypse 20:4
