ref;occurrences;top_sermons;resume_amorce
Hebreux 6:4;10;"SKN 61-1015M; VGR 61-1015M; VGR 59-1223; SKN 59-1223; SKN 59-1220M";Je crois réellement que tous ceux qui marchent dans toute la Lumière qu’ils ont, seront sauvés sur base de leur foi et de leur sincérité. Vous rappelez-vous qu’à la venue du Seigneur... Vous rappelez-vous comment Il trouva ceux qui marchaient dans toute la Lumière dans laquelle ils devaient marcher? Vous rappelez-vous ce qui arriva? «N’est-il pas un homme bon, ce centurion romain, lui qui a bâti notre ville – ou plutôt une synagogue pour notre peuple, et il est (pour tout ce qu’il a fait) – il est digne de la bénédiction qu’on a demandée pour lui.» Voyez-vous, Dieu est le Père qui comprend. Il
Genese 15:0;10;"SKN 61-0416; SKN 61-0312; SKN 61-0210; SKN 62-0705; VGR 53-0729";Eh bien, que c’est pitoyable! Ne savez-vous pas que si vous êtes la postérité d’Abraham, vous devez vous séparer des choses du monde, parce que cela était donné à Abraham et à sa postérité après lui ? Et Abraham n’avait jamais été béni peu importe... Sur ce terrain-ci, là à Wheaton College, à Asbury, là chez Moody, où nous nous rendrons prochainement, à Chicago, chez Moody... Pourquoi n’ont-ils plus de réveils comme autrefois ? Vous ne vous séparez pas, enfants d’Abraham. Comment Dieu va-t-Il donc traiter en un tel lieu, alors qu’Il n’arrive même pas à vous faire mener une vie décente ? C’est 
Genese 17:0;10;"SKN 61-0312; SKN 65-0123; VGR 65-0123; SKN 62-0318M; VGR 62-0318M";"Eh bien, c’est pareil pour l’Eglise et Christ. Dieu n’a jamais dit d’aller simplement former une organisation appelée Unetelle, ou d’aller instruire les gens comme ceci. Il a pris Son propre Fils, et de Son coeur, trois éléments étaient sortis de Son corps. Excusez-moi, soeurs, j’aimerais me faire comprendre. Lors d’une naissance naturelle, quelle est la première chose qui arrive lors d’une naissance normale? L’eau; la chose suivante, le sang. Quelle est la chose suivante? La vie. Ce sont les mêmes éléments qui constituent la nouvelle naissance. Qu’est-ce qui sortit du flanc de Jésus? L’eau, l"
Hebreux 12:0;10;"SKN 54-0514; VGR 54-0514; SKN 64-0308; VGR 64-0308; SKN 51-0502";"Et maintenant, nous voyons qu'ils ont commencé par la première, la - l'église d'Ephèse, au commencement, dans cet âge de l'Eglise ; l'âge suivant de l'Eglise commence à se refroidir, à devenir tiède ; et cela a continué jusque dans l'âge des ténèbres. Et tout comme - tout comme en cette époque-là où Achab épousa une idolâtre, Jézabel, et introduisit l'idolâtrie en Israël, de même le protestantisme a épousé le romanisme, le catholicisme et a introduit l'idolâtrie dans l'Eglise. C'est passé par Martin Luther, John Wesley, jusqu'aux pentecôtistes, et ça s'est éloigné au point où Dieu a même vomi "
Genese 3:0;10;"SKN 65-0221M; VGR 65-0221M; SKN 54-1024; VGR 54-1024; VGR 53-0729";"Donc, c'est la femme qui a causé la division de ce beau foyer. Ce n'est pas un Chérubin qui a dérangé la terre. Ce n'est pas Adam qui a brisé ce foyer. Ce qui a brisé ce foyer et qui a tout fait sortir de sa continuité, ce n'est personne d'autre qu'une femme, Eve. Et c'est là qu'il y a eu rupture de ce ""commencement"" dont parlait Jésus. Jésus a dit: ""Au commencement, Dieu a fait un mâle, une femelle, de chaque espèce."" Et alors, quand cette femme... pas le cheval femelle, pas le chien femelle, mais la femme; elle a rompu toute la continuité de l'action de Dieu sur la terre, et elle a tout préc"
Joel 2:0;10;"SKN 56-0115; SKN 56-0122; SKN 61-0410; VGR 56-0115; VGR 56-0122";J’aimerais que ceux qui enregistrent attendent juste un instant avant d’enregistrer, s’il vous plaît. Bonjour, mes amis. J’espère que chacun se sent vraiment… [Espace vide sur la bande – N.D.E.] chanteur, consécration habituelle : Amène-Les. Tous ensemble maintenant. Amène les petits enfants. Amène-les, amène-les, Amène-les des champs du péché, Amène-les, amène-les, Amène les petits enfants à Jésus. Amen. Ne pensez-vous pas qu’il y a quelque chose de vraiment doux chez un petit enfant ? Un petit bonhomme, avec ces petits yeux brillants qui me regardent, et ils ont quelque chose de vraiment, vr
Apocalypse 22:19;10;"SKN 63-1201M; VGR 63-1201M; SKN 63-0322; SKN 63-0127; SKN 62-1230M";Un bon prédicateur baptiste, frère Naylor (Il est dans la Gloire aujourd’hui) venait me parler. Et, oh ! il y avait beaucoup de gens qui me parlaient quand je–je cherchais à trouver Dieu. Un prédicateur adventiste du septième jour voulait que je me joigne à eux et tout. Mais j’avais vu que si j’allais devenir un chrétien, je–je ne pouvais pas dire : « Eh bien, je suis adventiste du septième jour. » Eh bien, c’est tout à fait en ordre : « Je suis baptiste. » C’est tout à fait en ordre, voyez, mais il me fallait avoir quelque chose d’un peu plus sûr que ça. Je–je ne pouvais pas y placer ma confi
Marc 11:0;10;"SKN 64-0427; VGR 64-0427; SKN 65-1127E; VGR 65-1127E; SKN 53-0513";Et il a dit qu’il s’était rendu là comme un croyant. Voici ce qu’il veut dire à cette cour : «Je me suis rendu là en toute sincérité et j’ai rencontré ce soi-disant pasteur pieux de cette église, dont plusieurs ont déclaré que quand il les a oints d’huile et a prié pour eux... Et le pasteur lui-même a dit que Dieu avait accompli cette Parole, et que cette Parole de Jacques 5:14 était vraie. Et il y en avait beaucoup qui témoignaient que c’était vrai. Mais il s’est présenté, et le pasteur (un homme pieux) l’a oint d’huile conformément à Jacques 5:14, et a prié pour lui. Et c’était – ça fait six
Esaie 53:0;10;"SKN 65-0221M; VGR 65-0221M; SKN 51-0729E; SKN 65-1128E; VGR 65-1128E";Les gens se représentent Judas comme une espèce de vieil ivrogne, traînant dans la rue quelque part, la bouche ouverte, avec des mouches dedans, et tout comme Judas. Judas était beau, fort, c'était un trompeur. Ce n'est pas ce gars-là qu'il faut surveiller autour de vous, ce n'est pas le gars que - (le brave fermier) qui arrive en salopette qu'il faut surveiller autour de votre épouse, c'est ce fin rusé, c'est lui le coquin. Le péché est beau aux yeux du monde, mais Dieu ne se caractérise pas par ce genre de beauté. Savez-vous cela? Dieu se caractérise par le caractère, un bon caractère. Dans 
Psaumes 16:10;9;"VGR 57-1002; SKN 57-1002; SKN 65-1206; VGR 65-1206; SKN 65-0801E";“Et nous avons tous été baptisés dans un seul Esprit pour former un seul Corps.” C’est exact, vous voyez. Le baptême du Saint-Esprit est un acte différent de la nouvelle naissance. L’un est une naissance, l’autre est un baptême. L’un vous amène la Vie Éternelle, l’autre vous donne de la puissance. Il transmet la puissance dans la Vie Éternelle, vous voyez, pour qu’Elle puisse agir. Maintenant vous avez saisi? D’accord. Très bien. Maintenant, en voici une autre, la deuxième, selon moi, dans l’ordre où je les avais ce soir-là : 61. Où était l’esprit de Jésus pendant les trois jours où Son corps 
Esaie 28:19;9;"SKN 62-1014M; SKN 63-1128E; SKN 63-0321; VGR 62-1014M; VGR 63-0321";Paul avait de la patience. Certainement. Regardez ce que Paul a dû faire. Vous parlez de la patience. Qu’en est-il des gens à la Pentecôte? Aussi longtemps qu’ils avaient la commission: «Attendez jusqu’à ce que. (Voyez?) Attendez jusqu’à ce que vous soyez revêtus de puissance»... «Jusqu’à quand?» «Le temps d’attente n’entre pas en ligne de compte.» Ils ont reçu la réponse: «Attendez jusqu’à ce que.» Ils sont donc montés là-haut et ils ont dit: «Très bien, les gars, peut-être que dans l’espace de quinze minutes, le Saint-Esprit sera venu sur nous, et nous allons avoir notre ministère.» Quinze m
Hebreux 9:11;9;"SKN 63-1128E; SKN 62-1124E; SKN 60-0522M; VGR 60-0522M; SKN 64-0308";Certains disent: «Eh bien, je suis membre de l’église. Ma mère allait là-bas, et je–je–je–j’ai été consacré là, encore bébé.» Vous devez exhiber le Signe. Oui, oui. Faites sortir toutes les ordures du monde, toutes les choses du monde, car vous ne pouvez pas aimer les choses du monde. Toute votre incrédulité dans la Parole de Dieu... Souvenez-vous, Il a promis ces choses pour les derniers jours. Tout dans votre vie qui–qui s’oppose à Cela, faites sortir cela, préparez-vous, et faites entrer le Signe. Alors appliquez le Signe avec consécration dans la prière et soyez-en convaincu et préoccupé. 
Apocalypse 17:8;9;"SKN 60-0515E; VGR 60-0515E; SKN 64-0719M; VGR 64-0719M; SKN 58-0928M";"Mais dans Genèse 2, quand Il a fait l'homme, Il a dit: ""Je suis"", Y-a-h-u, J-u-v-u-h, Jahuz, Jéhovah. Qu'est-ce que ça voulait dire? ""Je suis Celui par qui existe toute chose, J'ai créé quelque chose à partir de Moi-même, pour en faire Mon fils, ou un petit Moi-même, temporaire, ou amateur."" Gloire! Pourquoi? Il a donné à l'homme... ""Jéhovah"" veut dire qu'Il a donné à l'homme d'être un dieu amateur. En effet, Il est Dieu le Père, et Il a fait de l'homme un dieu amateur, Il n'est donc plus tout seul, Il existe avec Sa famille. Elah, Elah, Elohim. Bon, maintenant Il est Jéhovah. ""Jéhovah"", qui v"
Genese 1:11;9;"VGR 62-0318M; SKN 62-0401; SKN 62-0407; SKN 62-0318E; SKN 62-0318M";Maintenant, remarquez. Alors, Elle ne se croisera pas. On ne doit pas L’altérer. Dieu punira celui qui le fera. Et Elle ne s’hybridera avec rien d’autre. Elle est la Parole de Dieu, Elle seule. Dieu n’a pas besoin de votre parole ajoutée à la Sienne. Nous ne devons pas prononcer notre parole à nous. Nous devons prêcher Sa Parole, la Parole de Dieu. Par conséquent, donc, la vie véritable peut uniquement venir, ou se reproduire, par la reproduction de sa semence originelle. Voyez-vous, la vie, — maintenant, rete‑…maintenant, étudiez bien ça, quand vous étudierez les bandes, et étudiez-le mainten
Romains 9:0;9;"SKN 56-0122; VGR 56-0122; SKN 53-1110; SKN 65-0221M; VGR 65-0221M";Or, votre tradition sur les mages, c'est qu'ils ont trouvé un enfant couché dans une crèche, vous feriez tout aussi bien d'oublier cela, parce que ce n'est qu'une tradition. Il n'était plus un bébé. Ils cherchaient un enfant de deux ans, un jeune enfant, non pas un bébé. Et on avait tué tous les enfants, en ce moment-là même, de deux ans ou moins pour l'avoir. Voyez ? En effet, ils n'étaient jamais allés auprès d'un bébé. Ils étaient allés auprès d'un petit enfant. Ils avaient fait deux ans de voyage, suivant cette étoile. Et croyez-vous qu'ils l'avaient vue ? Assurément. C'est la Bible qui le
Genese 22:14;9;"SKN 61-0416; SKN 61-0226; SKN 61-0210; SKN 61-0317; SKN 55-0817";Priez pour frère Roberts, Billy Graham, Tommy Osborn, Tommy Hicks, de grands hommes de Dieu qui sont dans le champ missionnaire aujourd’hui. Priez pour eux. Vous voudriez bien le faire, n’est-ce pas ? Priez pour ces frères-là. Ils mènent un combat dur. Mon coeur saigne pour eux. Priez qu’ils restent fidèles à l’Evangile, et quand tout sera terminé, nous nous rassemblerons tous comme une seule grande famille. Nous reste-t-il encore des livres des Hommes d’Affaires sur la vision ? Ils sont tous épuisés. Si vous... quelqu’un ici qui n’en a pas eu un exemplaire, levez la main, celui qui n’a jamais
Josue 1:0;9;"SKN 53-0329; SKN 60-0911M; VGR 60-0911M; SKN 62-0704; SKN 62-0701";"Permettez-moi de demander - de dire ceci. Permettez-moi de vous faire une illustration. Voici une sphère ici, voici une autre sphère, et en voici encore une autre. Maintenant, ici nous avons l'église nominale; maintenant en haut ici, nous avons le sublime, c'est ici que nous sommes censés être, juste des voisins du Ciel, où la Puissance de Dieu coule. Très bien, Cela coule sur cette sphère-ci, elle continue à couler jusque sur celle-là, puis sur cette autre. Voici l'église nominale, elle continue simplement, simplement sur de froides professions de foi et - et un petit rituel, c'est l'église n"
Jean 14:8;9;"SKN 61-0521; SKN 58-0928M; SKN 64-0312; SKN 63-0606; SKN 57-0323";Et alors, que quelque chose soit fait cet après-midi, qui amènera les enfants de Dieu à s’approcher davantage de Toi. Et je sais qu’il y a assis ici aujourd’hui, Père, dans cette salle, beaucoup de nos… ce que nous appelons des frontaliers. Ce sont des colons, ou les enfants des colons. Ils ont travaillé le sol. Et l’autre jour, en remontant la piste, je regardais là, j’ai vu papa et maman avec des petits enfants, pieds nus, arrachant de vieilles souches de marécages, les entassant, cherchant à enfouir une semence sous terre afin qu’ils puissent avoir de quoi manger l’année prochaine. Mon coeu
Nombres 12:6;9;"SKN 64-0313; VGR 64-0313; SKN 64-0321E; VGR 64-0321E; SKN 64-0214";La façon dont Dieu fait quoi que ce soit est mentionnée dans Sa Parole. Et cette Parole est la révélation complète de Jésus-Christ, il n'y a rien à Y ajouter ni rien à En retrancher. Quiconque le fait, la Bible dit que Sa part sera retranchée du Livre de Vie de l'Agneau s'il Y ajoute ou En retranche quelque chose. Acceptez cela tel que c'est écrit. La Bible n'a pas besoin de quelqu'un pour L'interpréter. Dieu est Son propre interprète. Il L'interprète en faisant s'accomplir ce qu'Il a dit. Cela règle la question. Si Dieu l'a dit, et qu'Il l'a accompli, c'est tout. On n'a pas besoin d'interprèt
1 Jean 5:7;8;"SKN 57-1002; SKN 61-0217; SKN 54-0516; SKN 57-0901E; SKN 60-0611B";"Et ici, nous les supplions parfois et nous mettons des annonces dans le journal, et tout le reste, et nous prenons les endroits les meilleurs pour qu'ils s'asseyent, le meilleur spectacle avec de beaux chants, ils viennent et disent : ""Oh, eh bien, je crois que c'était bien, toutefois, ce n'est pas conforme à ma foi."" Puis, à partir de... ""Oh! la la! pensais-je, combien - combien de temps cela va-t-il durer?"" Ce n'est pas... ce n'est pas juste. Et ici, nous gaspillons des centaines de milliards de tonnes de nourriture en les jetant à la poubelle, alors que ces gens-là les recevraient avec joie"
Genese 38:0;8;"SKN 57-1002; SKN 57-1006; VGR 57-1002; VGR 57-1006";"Et puis, l'autre soir, après la réunion, il y avait cette autre soeur, et j'ai vu ce jeune Charles et cette femme ensemble. Je me suis dit : ""Cela doit être sa femme; mais sa femme est blonde et celle-ci est une femme aux cheveux noirs. Et j'ai pu remarquer que la vision se déplaçait vers un coin par ici. Elle était assise là à s'essuyer les yeux, et le Seigneur a donné une vision après qu'elle fut.. l'appel à l'autel... à la fin de la réunion de prière, la guérison des malades, et quand l'appel à l'autel avait été fait; Dieu a attendu qu'elle se repente et qu'elle Lui donne sa vie, et Il S'es"
Matthieu 10:1;8;"SKN 60-0911E; VGR 60-0911E; SKN 61-0108; VGR 61-0108";«Oh! je suis heureux d'être un croyant.» Attendez une minute! «Et», et c'est une conjonction qui relie des phrases. Et ces signes... (Oh! je pensais que vous ne croyiez pas aux signes. Ce sont les propres Paroles de Jésus, discutez-En avec Lui.) ... ces signes... (non pas «peut-être ils - parfois ils font») ... ils accompagneront ceux qui auront cru... Nous allons maintenant voir si vous croyez ou pas, nous allons voir si votre organisation croit ou pas. Ils pourraient dire qu'ils croient. Jésus a dit : «Ces signes accompagneront ceux qui auront cru.» Eh bien, ils renient ces signes. ... ces s
Genese 4:10;8;"SKN 63-0901M; VGR 63-0901M; SKN 64-0208; SKN 64-0308; VGR 64-0208";Voilà la raison pour laquelle le Saint-Esprit et tout sont accordés avec parcimonie. Vous comprenez ce que je veux dire, c’est que... Vous ne voulez pas... Un vrai serviteur de Dieu ne s’En sert pas pour épater, vous voyez. C’est ça. Ça, c’est se donner en spectacle. Lorsque nous prions, nous présentons le Signe. Cela montre que nous avons pleinement obéi. Paul nous dit que «le sang parle». Or, tout le monde sait que le sang, en soi, ne peut pas parler. Ce sont des composants chimiques. Est-ce exact? Combien savent cela? [L’assemblée dit: «Amen.»–N.D.E.] Mais combien savent que le sang parle? 
Luc 17:28;8;"SKN 64-0614M; SKN 62-0724; SKN 63-0623E; VGR 63-0623E; SKN 64-0312";"Maintenant, comme quoi S’est-Il révélé ensuite? Sous une forme différente; la tige, l’aigrette, et ainsi de suite, toutes les feuilles, et tout. Ensuite Il s’est révélé comme (quoi?) le même Esprit, mais sous une forme différente. Voyez? Mais quel est le dernier stade de ce maïs? Il reprend la forme du grain originel. Est-ce vrai? [L’assemblée dit: «Amen.»–N.D.E.] Et Son ministère passe par les réformes, pour reprendre de nouveau la forme de la Parole originelle. La Parole vient à un prophète. Et Il l’a promis dans Malachie 4: Et de ramener la foi des gens au stade du grain originel. Ce qui a "
Romains 7:0;8;"SKN 65-1125; VGR 65-1125; SKN 59-1223; VGR 59-1223";"Je veux en quelque sorte vous enseigner cela sous forme d'une leçon d'école de dimanche. Je sais qu'il y a des gens debout, c'est ainsi généralement au Tabernacle, à Jeffersonville. Nous voulons aussi vous saluer tous, ce soir. Nous savons que, là-bas, au Tabernacle, vous êtes en liaison avec nous. C'est comme si j'étais au Tabernacle, ce soir; si vous étiez ici, vous verriez ces gens serrés et debout le long des murs. Bien, j'imagine que c'est le même cas chez vous, avec tous ces gens qui sont venus des environs afin d'écouter le Message. Bien, nous allons développer ceci sous forme d'une leç"
Apocalypse 3:14;8;"SKN 65-0801M; VGR 65-0801M; SKN 65-0829; VGR 65-0829; SKN 57-1208";"J'ai dit : «Le baptistère sera ouvert demain.» Il y a une fontaine remplie de sang, Tiré des veines d'Emmanuel; Les pécheurs plongés dans ce flot, Perdent toutes les tâches de leur culpabilité. J'ai dit : «Levez-vous et soyez baptisé au Nom de Jésus-Christ, en invoquant le Nom du Seigneur. Dieu vous remplira du Saint-Esprit et vous accordera ces grandes choses et fera en sorte que vous puissiez voir cela.» Qu'est-ce? Le monde arrive à un point culminant. Pourquoi? L'esprit de l'anarchie, de la dépravation des moeurs et de la religion scientifique l'a amené dans un repaire où il y a tous les oi"
Esaie 14:12;8;"SKN 65-0801M; SKN 59-0628E; VGR 65-0801M; VGR 59-0628E; SKN 65-0911";Mais laissons les Ecritures le dévoiler ce matin, et voyons cela, ensuite vous saurez ce que c'est. Laissons les Ecritures, de même que cela arrive dans des réunions où le discernement est exercé, lorsque le Saint-Esprit entre dans Sa Parole et appelle tel homme et dit : «Tu n'as rien à faire pour vivre avec cette autre femme. Que fais-tu depuis dix ans en courant avec la femme d'un autre?» Qu'est-ce qu'Il fait? Il le dévoile, Il expose Satan qui garde cet homme lié, ou cette femme qui vit avec le mari d'une autre femme, ou le péché qu'ils ont commis, les choses qu'ils ont faites. Qu'est-ce qu
Levitique 25:0;8;"SKN 61-0611; VGR 61-0611; SKN 61-0806; VGR 61-0806; SKN 63-0317E";"Maintenant, oh! la la! Oui, beaucoup de choses pourront être dites. Je - je ne voudrais simplement pas vous prendre trop de votre temps maintenant, comme nous avons le service de baptême. Très bien. Satan possède cela, mais il ne la détient pas légalement; c'est ce que fait Satan. Après que le propriétaire légal - le propriétaire - le propriétaire légal a perdu cela, il n'y a qu'un seul moyen pour que ça puisse être racheté. Bien, c'est par un proche parent, c'est le seul qui peut légalement racheter cela. Eh bien, certainement, nous avons obtenu ceci par la naissance virginale de Jésus-Christ"
Genese 1:1;8;"SKN 64-0802; SKN 63-0321; SKN 62-0318M; VGR 62-0318M; VGR 63-0321";"«L’ancien monde a été tiré de l’eau»; maintenant, ça, c’était le monde antédiluvien. Maintenant, celui qui existe, le monde actuel dans lequel nous vivons maintenant, il l’a appelé un monde. «L’ancien monde qui a été tiré de l’eau», Genèse 1.1. Bon, et le monde, qui existe maintenant. Et puis, il parle aussi d’un autre, le monde à venir, le nouveau monde. Trois mondes; trois étapes du monde. Et remarquez comme Dieu nous montre clairement Son plan de la rédemption. Oh! Ça a vraiment rempli mon âme d’enthousiasme, quand je l’ai vu, comment Il nous montre clairement Son plan de la rédemption, là."
Apocalypse 13:14;8;"SKN 61-0806; VGR 61-0806; SKN 63-0321; VGR 63-0321; VGR 60-1208";Et remarquez : ... ira au débordement de l’abomination de la désolation… « Le débordement de l’abomination. » Une abomination, c’est quoi ? De la « souillure ». Voyez ? « Causer la désolation », c’est quoi ? « Supprimer. » Le débordement de ceci, pour supprimer cela. Voyez ? Rome qui manifestera à l’extrême sa puissance afin de conquérir toutes les vierges endormies, les Juifs et tout. « On sera tous Romains, ou on ne sera rien du tout. » Il rompra son alliance au milieu de la semaine. « L’extension de l’abomination. » Si, du temps de Jésus, l’abomination, c’était quand Rome est arrivée là-bas
Genese 3:16;8;"SKN 58-0927; VGR 58-0927; SKN 65-0221M; VGR 65-0221M";"Maintenant, laissez-moi vous amener à un autre passage, juste une minute. Voyez-vous ? Lisons maintenant dans I Corinthiens 14.32 pour voir là ce que Paul dit ici ; et puis, nous passerons directement à beaucoup d’autres, juste dans une minute. Et alors, nous ne voulons pas vous garder trop longtemps, pour éviter de vous fatiguer au point que vous ne saurez revenir. Très bien. Je veux lire. Combien croient que Paul était un docteur inspiré? Or, souvenez-vous, Paul a aussi écrit ceci à Timothée. Voyez-vous ? Cela donc, I Corinthiens 14.32. Eh bien, commençons juste par ici, commençons à lire ju"
Zacharie 12:0;8;"SKN 60-1204M; VGR 60-1204M; SKN 65-1206; VGR 65-1206; SKN 61-0730E";"Bon, revenons en arrière et prenons un peu l'histoire. Revenons à Zacharie, prenons le chapitre 12 de Zacharie, dans Zacharie. Très bien. ""Et le Seigneur ajoutait chaque jour à l'église ceux qui étaient sauvés."" Combien nous sommes reconnaissants pour cette bonne révélation de Jésus-Christ! N'êtes-vous pas heureux à cause de Lui? Maintenant, nous allons mettre cela sous forme de livre aussi vite que possible pour les gens, et vous pouvez ainsi l'avoir pour le lire et l'étudier vous-mêmes tranquillement dans votre chambre ou ailleurs. Très bien. Maintenant, Zacharie le - Zacharie, le chapitre 1"
Levitique 16:0;8;"SKN 64-0719M; VGR 64-0719M; SKN 61-0108; VGR 61-0108";"Maintenant, ici, permettez-moi de dire ceci : chaque Trompette qui a sonné, a sonné sous le Sixième Sceau. Nous y arriverons dans quelques minutes, là où nous avons eu le sceau. Toutes les Trompettes ont sonné sous le Sixième Sceau. En effet, au Septième Sceau, il y a eu le silence. Personne ne savait; c'était la minute ou l'heure où Christ allait venir, comme Il nous l'a révélé. Mais chaque Trompette a sonné sous le Sixième Sceau, lors de la persécution des Juifs. Remarquez, Apocalypse 8, là, et à partir du verset 7. Tout cela a été l'appel lancé à Israël pour sortir, dans le naturel, en Egyp"
Esaie 40:3;8;"SKN 65-0801E; VGR 65-0801E; SKN 61-1112; VGR 61-1112; SKN 65-1206";"Frère, soeur, ceci est l’heure et le temps de l’appel à sortir de Babylone. Les Lumières du soir sont ici. Marchez dans la Lumière pendant qu’il fait jour. Remarquez, les croyants virent la Parole manifestée et La crurent. Jésus a dit : «Mes brebis connaissent Ma Voix, Ma Parole, Mes signes pour l’âge. Elles ne suivront point un infidèle.» Maintenant, venons-en à notre texte, parce que je vois que je vais m’éloigner; je veux accorder plus d’importance à cette ligne de prière. Revenons maintenant au texte que nous examinons ici, pour une minute. Eh bien, cela se fera de nouveau comme toujours, "
Galates 1:0;8;"SKN 60-0522M; VGR 60-0522M; SKN 63-1216; SKN 57-0322";"Il disait: ""Seigneur, mais cet - cet - cet homme-là, c'est un homme terrible."" Il a dit: ""Mais, voici, il prie. Maintenant, tu vas descendre telle rue, et tu vas arriver à une fontaine. Passé cette fontaine qu'il y aura à gauche, tu vas continuer. Il y aura une maison blanche, vas-y et frappe à la porte. Il est étendu juste là dans le vestibule, ils n'ont pas réussi à l'amener plus loin. Impose-lui les mains, emmène-le à la rivière de Damas, et baptise-le au Nom de Jésus. En effet, Je vais te dire ce que Je vais faire, il devra souffrir beaucoup pour Moi, car il est Mon messager à ceux des nat"
Ephesiens 5:26;8;"VGR 65-0822E; SKN 65-0822E; SKN 65-0911; SKN 65-1031M; VGR 65-0911";Frère Neville, j’ai reçu ta requête au sujet de Frère Wright, Frère Georges Wright, qui est ici. Nous sommes contents que Frère Wright et Sœur Wright, ici… La petite Édith, je… Un jour que nous reviendrons, nous voulons faire un petit service commémoratif ici. Je ne suis pas revenu à temps pour voir Édith, et, au moment où elle est partie. Mais, Sœur Wright, vous vous souvenez du songe qu’elle avait eu, il y a environ deux ans. Et c’est à ce moment-là que je vous l’avais annoncé, que je vous avais dit : “C’est que la petite Édith ne restera plus très longtemps avec nous”, parce que le Seigneur
Luc 24:0;7;"SKN 58-0406E; SKN 60-0911E; VGR 60-0911E; SKN 64-0312; SKN 64-0212";"[Frère Neville lit dans Luc 24 de 1 à 32: Le premier jour de la semaine, elles se rendirent au sépulcre de grand matin, portant les aromates qu’elles avaient préparés. Elles trouvèrent que la pierre avait été roulée de devant le sépulcre; Et, étant entrées, elles ne trouvèrent pas le corps du Seigneur Jésus. Comme elles ne savaient que penser de cela, voici, deux hommes leur apparurent, en habits resplendissants. Saisies de frayeur, elles baissèrent le visage contre terre; mais ils leur dirent: Pourquoi cherchez-vous parmi les morts celui qui est vivant? Il n’est point ici, mais il est ressusc"
Matthieu 16:0;7;"SKN 60-0911E; SKN 54-0829A; SKN 62-0318E; VGR 62-0318M; SKN 58-0202";La venue d'un Royaume de témoins, témoins de Sa résurrection, témoins de Sa puissance, témoins de Son... qu'Il est vivant. «Vous êtes Mes témoins.» Bien, Actes 1:8. Ensuite, pour vous qui notez cela, nous le trouvons aussi dans Ephésiens 1:22. Il y en a vraiment beaucoup à noter, cependant, juste pour bien enfoncer cela et qu'on soit sûr que vous êtes - vous comprenez cela. Très bien, Ephésiens 1, verset 22. Et Il a tout mis sous Ses pieds (il s'agit de Christ) , et lui a donné pour chef suprême à l'Eglise, Qui est son Corps, et la plénitude de celui qui remplit tout en tous. Qui a fondé cette
Matthieu 28:20;7;"VGR 63-1110E; SKN 60-0911E; VGR 60-0911E; SKN 63-1103; VGR 63-1103";Regardez, avez-vous remarqué les gens qui s’avançaient dans les allées, en mâchant du chewing-gum, en ricanant, en se donnant des coups de poing? S’avancer quand c’est une question de Vie ou de mort, ce n’est pas ça. Regretter son péché et se repentir, ce n’est pas ça. Voyez? Ça, c’est simplement ce que Billy a dit : “prendre une décision”. Et un consentement, une décision froide, prise les yeux secs, ça ne vaut rien, absolument rien. Vous devez regretter votre péché, et vous en détourner. Billy lui-même a dit : “La preuve, c’est que, de trente mille de ceux-là, un an plus tard, on n’en trouve
2 Timothee 4:0;7;"SKN 62-0908; SKN 62-1104M; SKN 57-0120M; SKN 57-0126B; SKN 64-0830E";"Et Il dit : ""Etends tes mains et récolte le fruit."" Et dans une de mes mains est tombée une grosse pomme jaune, juteuse et mûre. Et dans l'autre main est tombée une grosse prune jaune, juteuse et mûre. Et Il dit : ""Manges-en le fruit, parce qu'il est agréable."" Et je mangeai de l'un et de l'autre, c'était vraiment délicieux. Vous connaissez la vision, c'est écrit dans un de ces livres, je pense, L'Histoire de ma vie, ou Un Prophète visite l'Afrique. Et à ce moment-là, j'avais les mains levées, et je criais la gloire de Dieu. Et soudain, cette Colonne de Feu est descendue sur les cimes de ces a"
Apocalypse 17:15;7;"SKN 62-1104M; SKN 60-1204E; VGR 60-1204E; SKN 54-0512; VGR 54-0512";Un jour, je tondais le gazon, et je pensais à, eh bien, à la grande et sainte Eglise catholique, comme ils l'appellent. J'avançais comme cela, en tondant, et quelque chose m'arrêta net, et me dit : «Ne l'appelle pas comme ça.» Et j'ai regardé autour. J'ai recommencé à tondre, et de nouveau Cela m'arrêta, et me dit : «Ne les appelle pas comme ça.» Il dit : «Ils sont une loge comme les autres. Ils ne sont pas l'Eglise. Il y a une seule Eglise.» Voyez? Ils sont membres d'une loge, parce que vous pouvez adhérer à une loge, mais vous ne pouvez pas adhérer à l'Eglise. L'Eglise, vous êtes né en Elle.
Actes 16:31;7;"SKN 63-0901M; SKN 63-1128E; SKN 64-0208; SKN 64-0308; VGR 63-0901M";Appliquez Cela, dites: «Seigneur, je vais chercher mon fils. Je vais chercher ma fille. Je la réclame! ‘Satan, laisse-la aller!’ Je viens la chercher. J’applique mon Signe, le Saint-Esprit. O Saint-Esprit, qui habites en moi, empare-toi de ma fille là. Je vais vers elle maintenant avec Ton onction sur moi.» Il le fera. Amen! C’est ce qu’ils ont fait en Egypte. C’est ce qu’ils ont fait à Jéricho. Si vous voulez lire un autre passage, allez dans Actes 16.31. Paul dit au centenier: «Crois! Je suis le messager de l’heure. Crois au Seigneur Jésus-Christ, toi et ta famille, vous serez sauvés.» Est-c
